,matnr,zzprncode,zzibrnd,mtart,matkl,TherapeuticClass,PrincipalName,mstae,mstde,mstav,mstdv,zzdwrx,spart,vtweg,dwerk,mvgr1,mvgr2,mvgr3,mvgr4,mvgr5,tragr,vmsta,vmstd,MaterialSalesOrganisation,prodh,mtpos,OldMaterialCode,GovernmentMaterialCode,taxClassification,Description,Language,DefaultMaterialDescription,DefaultMaterialLanguage,unitOfMeasurement,itemRegistrationNumber,GenericMaterialName,WarehouseStorageCondition,aland,taxm1,taxm2,taxm3,taxm4,taxm5,taxm6,taxm7,taxm8,taxm9,taxim,tatyp,vtext,idnlf,prat1,prat2,prat3,prat4,prat5,prat6,prat7,prat8,prat9,zzibrnd_new,TherapeuticClass_new,PrincipalName_new,soup
4259,21042148,101340.0,URGOPORE 2.5CMX9.1M,ZF01,ZWM,All other non-therapeutic products,HCP HEALTHCARE ASIA PTE.LTD.,LR,20250101,LR,20250101,Y,30,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101340000HCA002010,NORM,197000002,,,URGOPORE 2.5CMX9.1MWITH DISPENSER 12'S,E,URGOPORE 2.5CMX9.1MWITH DISPENSER 12'S,E,EA,NOT REQUIRED,URGOPORE 2.5CMX9.1M WITH DISPENSER 12'S,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['URGOPORE 2.5CMX9.1M'],['All other non-therapeutic products'],['HCP HEALTHCARE ASIA PTE.LTD.'],urgopore 2.5cmx9.1m all other non-therapeutic productshcp healthcare asia pte.ltd. urgopore 2.5cmx9.1mwith dispenser 12's
4260,21042176,101340.0,URGOTUL FLEX 5X5CM (,ZF01,ZWM,All other wound healing agents,HCP HEALTHCARE ASIA PTE.LTD.,LR,20250101,LR,20250101,Y,30,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101340000HCA001011,NORM,197601320,,,URGOTUL FLEX 5X5CM (UK PACK)10'S,E,URGOTUL FLEX 5X5CM (UK PACK)10'S,E,EA,NOT REQUIRED,URGOTUL FLEX 5X5CM (UK PACK)      10'S,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['URGOTUL FLEX 5X5CM ('],['All other wound healing agents'],['HCP HEALTHCARE ASIA PTE.LTD.'],urgotul flex 5x5cm ( all other wound healing agentshcp healthcare asia pte.ltd. urgotul flex 5x5cm (uk pack)10's
4261,23047786,101256.0,PROTEIN SHAMPOO VOLU,ZF03,ZPC,Other dermatological preparations,EMBUN ELIT SDN BHD (PCL a/c),LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101256WHAI01004001,NORM,046821531,,,PROTEIN SHAMPOO VOLUME & BOUNCE400ML,E,PROTEIN SHAMPOO VOLUME & BOUNCE400ML,E,EA,NOT130301457K,PROTEIN SHAMPOO VOLUME & BOUNCE   400ML,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['PROTEIN SHAMPOO VOLU'],['Other dermatological preparations'],['EMBUN ELIT SDN BHD (PCL a/c)'],protein shampoo volu other dermatological preparationsembun elit sdn bhd (pcl a/c) protein shampoo volume & bounce400ml
4262,23047807,101256.0,PROTEIN SPOO GENTLE,ZF03,ZPC,Other dermatological preparations,EMBUN ELIT SDN BHD (PCL a/c),LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101256WHAI01004001,NORM,046825683,,,PROTEIN SPOO GENTLEDAILYCARE(400+200ML,E,PROTEIN SPOO GENTLEDAILYCARE(400+200ML,E,EA,NOT130406126K,PROTEIN SPOO GENTLE DAILY CARE(400+200ML,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['PROTEIN SPOO GENTLE'],['Other dermatological preparations'],['EMBUN ELIT SDN BHD (PCL a/c)'],protein spoo gentle other dermatological preparationsembun elit sdn bhd (pcl a/c) protein spoo gentledailycare(400+200ml
4263,23065239,101377.0,TDF GLYCOLIC ACID PE,ZF03,ZCS,"Emollients, protectives",STRATA WIDE (M) SDN BHD  (PCL,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2PR,,ZP01,,0,2001,101377TDF001013002,NORM,259610,,,TDF GLYCOLIC ACID PEEL 35%2.5ML SAC 10'S,E,TDF GLYCOLIC ACID PEEL 35%2.5ML SAC 10'S,E,EA,NOT110902311K,TDF GLYCOLIC ACID PEEL 35%2.5ML SAC 10'S,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['TDF GLYCOLIC ACID PE'],"['Emollients', 'protectives']",['STRATA WIDE (M) SDN BHD  (PCL'],tdf glycolic acid pe emollients protectivesstrata wide (m) sdn bhd  (pcl tdf glycolic acid peel 35%2.5ml sac 10's
4264,21037615,101223.0,TECNIS TORIC 1-PIECE,ZF01,ZMD,Cataract and anticataractogenic preps.,ABBOTT MEDICAL OPTICS,LR,20250101,LR,20250101,Y,30,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101223000IOL006001,NORM,009ZCT1500160,,,TECNIS TORIC 1-PIECECYL1.5016.0,E,TECNIS TORIC 1-PIECECYL1.5016.0,E,EA,NOT REQUIRED,TECNIS TORIC 1-PIECE CYL1.50 16.0,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['TECNIS TORIC 1-PIECE'],['Cataract and anticataractogenic preps.'],['ABBOTT MEDICAL OPTICS'],tecnis toric 1-piece cataract and anticataractogenic preps.abbott medical optics tecnis toric 1-piececyl1.5016.0
4265,21037671,101223.0,TECNIS TORIC 1-PIECE,ZF01,ZMD,Cataract and anticataractogenic preps.,ABBOTT MEDICAL OPTICS,LR,20250101,LR,20250101,Y,30,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101223000IOL006001,NORM,009ZCT2250145,,,TECNIS TORIC 1-PIECECYL2.2514.5,E,TECNIS TORIC 1-PIECECYL2.2514.5,E,EA,NOT REQUIRED,TECNIS TORIC 1-PIECE CYL2.25 14.5,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['TECNIS TORIC 1-PIECE'],['Cataract and anticataractogenic preps.'],['ABBOTT MEDICAL OPTICS'],tecnis toric 1-piece cataract and anticataractogenic preps.abbott medical optics tecnis toric 1-piececyl2.2514.5
4266,21037680,101223.0,TECNIS TORIC 1-PIECE,ZF01,ZMD,Cataract and anticataractogenic preps.,ABBOTT MEDICAL OPTICS,LR,20250101,LR,20250101,Y,30,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101223000IOL006001,NORM,009ZCT2250190,,,TECNIS TORIC 1-PIECECYL2.2519.0,E,TECNIS TORIC 1-PIECECYL2.2519.0,E,EA,NOT REQUIRED,TECNIS TORIC 1-PIECE CYL2.25 19.0,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['TECNIS TORIC 1-PIECE'],['Cataract and anticataractogenic preps.'],['ABBOTT MEDICAL OPTICS'],tecnis toric 1-piece cataract and anticataractogenic preps.abbott medical optics tecnis toric 1-piececyl2.2519.0
4267,21037789,101223.0,TECNIS TORIC 1-PIECE,ZF01,ZMD,Cataract and anticataractogenic preps.,ABBOTT MEDICAL OPTICS,LR,20250101,LR,20250101,Y,30,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101223000IOL006001,NORM,009ZCT4000145,,,TECNIS TORIC 1-PIECECYL4.0014.5,E,TECNIS TORIC 1-PIECECYL4.0014.5,E,EA,NOT REQUIRED,TECNIS TORIC 1-PIECE CYL4.00 14.5,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['TECNIS TORIC 1-PIECE'],['Cataract and anticataractogenic preps.'],['ABBOTT MEDICAL OPTICS'],tecnis toric 1-piece cataract and anticataractogenic preps.abbott medical optics tecnis toric 1-piececyl4.0014.5
4268,21037899,101223.0,TECNIS MF 1PCS 6.0MM,ZF01,ZMD,Cataract and anticataractogenic preps.,ABBOTT MEDICAL OPTICS,LR,20250101,LR,20250101,Y,30,10,2010,ZMB,,ZNC,2GD,,ZP01,,0,2001,101223000IOLMULMF1,NORM,009ZMB00I0140,,,TECNIS MF 1PCS 6.0MM14.0D,E,TECNIS MF 1PCS 6.0MM14.0D,E,EA,NOT REQUIRED,TECNIS MF 1PCS 6.0MM14.0D,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['TECNIS MF 1PCS 6.0MM'],['Cataract and anticataractogenic preps.'],['ABBOTT MEDICAL OPTICS'],tecnis mf 1pcs 6.0mm cataract and anticataractogenic preps.abbott medical optics tecnis mf 1pcs 6.0mm14.0d
4269,21042701,101346.0,SIMILAC PRAMILET MVT,ZF01,ZCH,Multivitamins w/ Minerals - Prenatal,ABBOTT LABORATORIES (M) SDN,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101346000EPDPRAPRA,NORM,209P867.030,,,SIMILAC PRAMILET MVT+MIN &FOLIC ACID 30S,E,SIMILAC PRAMILET MVT+MIN &FOLIC ACID 30S,E,EA,MAL05072059XC,SIMILAC PRAMILET MVT+MIN &FOLIC ACID 30S,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['SIMILAC PRAMILET MVT'],['Multivitamins w/ Minerals - Prenatal'],['ABBOTT LABORATORIES (M) SDN'],similac pramilet mvt multivitamins w/ minerals - prenatalabbott laboratories (m) sdn similac pramilet mvt+min &folic acid 30s
4270,23048575,101261.0,SEBIVO,ZF03,ZPE,"Antivirals, excluding anti-HIV products",NOVARTIS CORPORATION (M) SDN,LR,20140619,Z7,20170624,Y,10,10,2010,,,ZHP,2SD,,ZP05,,0,2001,101261GENMED016001,NORM,052708962,,,SEBIVOTAB600MG28'S,E,SEBIVOTAB600MG28'S,E,EA,MAL20071671A,TELBIVUDINE,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,708962,,,,,,,,,,['SEBIVO'],"['Antivirals', 'excluding anti-HIV products']",['NOVARTIS CORPORATION (M) SDN'],sebivo antivirals excluding anti-hiv productsnovartis corporation (m) sdn sebivotab600mg28's
4271,23072096,101255.0,SELENIUM VITAPLUS (W,ZF03,ZCH,Other mineral supplements,SWISS BIO PHARMA SDN BHD  (PCL,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101255ANUM01004001,NORM,45229,,,SELENIUM VITAPLUS (WHITE)TABS30'S,E,SELENIUM VITAPLUS (WHITE)TABS30'S,E,EA,MAL20034867XCR,SELENIUM VITAPLUS (WHITE) TABS 30'S,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['SELENIUM VITAPLUS (W'],['Other mineral supplements'],['SWISS BIO PHARMA SDN BHD  (PCL'],selenium vitaplus (w other mineral supplementsswiss bio pharma sdn bhd  (pcl selenium vitaplus (white)tabs30's
4272,21037042,101223.0,SENSAR IOL AR40E,ZF01,ZMD,Cataract and anticataractogenic preps.,ABBOTT MEDICAL OPTICS,LR,20250101,LR,20250101,Y,30,10,2010,SEN,,ZNC,2GD,,ZP01,,0,2001,101223000IOL003001,NORM,009AR40E00040,,,SENSAR IOL AR40E04.0D,E,SENSAR IOL AR40E04.0D,E,EA,NOT REQUIRED,SENSAR IOL AR40E    04.0D,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['SENSAR IOL AR40E'],['Cataract and anticataractogenic preps.'],['ABBOTT MEDICAL OPTICS'],sensar iol ar40e cataract and anticataractogenic preps.abbott medical optics sensar iol ar40e04.0d
4273,21037062,101223.0,SENSAR IOL AR40E,ZF01,ZMD,"Cataract & anticataractogenic prep, top.",ABBOTT MEDICAL OPTICS,LR,20250101,LR,20250101,Y,30,10,2010,SEN,,ZNC,2GD,,ZP01,,0,2001,101223000IOL003001,NORM,009AR40E00140,,,SENSAR IOL AR40E14.0D,E,SENSAR IOL AR40E14.0D,E,EA,NOT REQUIRED,SENSAR IOL AR40E    14.0D,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['SENSAR IOL AR40E'],"['Cataract ', 'anticataractogenic prep', 'top.']",['ABBOTT MEDICAL OPTICS'],sensar iol ar40e cataract  anticataractogenic prep top.abbott medical optics sensar iol ar40e14.0d
4274,21037104,101223.0,SENSAR IOL AR40MN,ZF01,ZMD,"Cataract & anticataractogenic prep, top.",ABBOTT MEDICAL OPTICS,LR,20250101,LR,20250101,Y,30,10,2010,SEN,,ZNC,2GD,,ZP01,,0,2001,101223000IOL003001,NORM,009AR40MN0050,,,SENSAR IOL AR40MN-5.0D,E,SENSAR IOL AR40MN-5.0D,E,EA,NOT REQUIRED,SENSAR IOL AR40MN   -5.0D,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['SENSAR IOL AR40MN'],"['Cataract ', 'anticataractogenic prep', 'top.']",['ABBOTT MEDICAL OPTICS'],sensar iol ar40mn cataract  anticataractogenic prep top.abbott medical optics sensar iol ar40mn-5.0d
4275,23048615,101261.0,STALEVO TABS 200/50/,ZF03,ZPE,Anti-parkinson drugs,NOVARTIS CORPORATION (M) SDN,LR,20140619,Z7,20141030,Y,10,10,2010,,,ZNC,2SD,,ZP01,,0,2001,101261GENMED011001,NORM,052710054,,,STALEVO TABS 200/50/200MG100S,E,STALEVO TABS 200/50/200MG100S,E,EA,MAL09102942AC,ENTACAPONE,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,710054,,,,,,,,,,['STALEVO TABS 200/50/'],['Anti-parkinson drugs'],['NOVARTIS CORPORATION (M) SDN'],stalevo tabs 200/50/ anti-parkinson drugsnovartis corporation (m) sdn stalevo tabs 200/50/200mg100s
4276,21046324,101380.0,SK PAL DELUXE HAIR C,ZF01,ZPC,All other non-therapeutic products,HENKEL (MALAYSIA) SDN BHD,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101380HEN001001004,NORM,2641619239,,,SK PAL DELUXE HAIR COLOR 1-0115ML,E,SK PAL DELUXE HAIR COLOR 1-0115ML,E,EA,NOT120202132K,SK PAL DELUXE HAIR COLOR 1-0     115ML,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['SK PAL DELUXE HAIR C'],['All other non-therapeutic products'],['HENKEL (MALAYSIA) SDN BHD'],sk pal deluxe hair c all other non-therapeutic productshenkel (malaysia) sdn bhd sk pal deluxe hair color 1-0115ml
4277,23058941,101326.0,SOL HAWTHORN EXTRACT,ZF03,ZCH,All other tonics,GROWAY(M) SDN BHD (PCL a/c),LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101326SOLARAHGPCAR,NORM,176SL95084,,,SOL HAWTHORN EXTRACTEX25%+2ND 50%OFF60S,E,SOL HAWTHORN EXTRACTEX25%+2ND 50%OFF60S,E,EA,MAL19992829T,SOL HAWTHORN EXTRACT EX25%+2ND 50%OFF60S,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['SOL HAWTHORN EXTRACT'],['All other tonics'],['GROWAY(M) SDN BHD (PCL a/c)'],sol hawthorn extract all other tonicsgroway(m) sdn bhd (pcl a/c) sol hawthorn extractex25%+2nd 50%off60s
4278,21042047,101339.0,195 PANADOL ACTIFAST,ZF01,ZPE,Non-prescrip.-bound non-narco.& a-pyret.,GLAXOSMITHKLINE CONSUMER,LR,20250101,LR,20250101,Y,10,10,2010,,,ZNC,2PH,,ZP01,,0,2001,101339ANALGEPANPAN,NORM,195237841,,,195 PANADOL ACTIFASTCOMPACK10'S,E,195 PANADOL ACTIFASTCOMPACK10'S,E,EA,MAL20022521X,195 PANADOL ACTIFACT COMPACK        10'S,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['195 PANADOL ACTIFAST'],"['Non-prescrip.-bound non-narco.', 'a-pyret.']",['GLAXOSMITHKLINE CONSUMER'],195 panadol actifast non-prescrip.-bound non-narco. a-pyret.glaxosmithkline consumer 195 panadol actifastcompack10's
4279,21041738,101334.0,190 DRAPOLENE (NEW),ZF01,ZPE,Antiseptics and disinfectants,GLAXOSMITHKLINE CONSUMER,LR,20250101,LR,20250101,Y,10,10,2010,,,ZNC,2HC,,ZP01,,0,2001,101334DERMATDARDAR,NORM,190230279,,,190 DRAPOLENE (NEW)TUBE55GM,E,190 DRAPOLENE (NEW)TUBE55GM,E,EA,MAL19913028X,190 DRAPOLENE (NEW)   TUBE         55GM,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['190 DRAPOLENE (NEW)'],['Antiseptics and disinfectants'],['GLAXOSMITHKLINE CONSUMER'],190 drapolene (new) antiseptics and disinfectantsglaxosmithkline consumer 190 drapolene (new)tube55gm
4280,21041098,101229.0,*JB COLOGNE LASTING,ZF01,ZPC,"Emollients, protectives",JOHNSON & JOHNSON SDN BHD (PCL,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101229WBAB01008006,NORM,152163841001,,,*JB COLOGNE LASTINGBLOOMS125MLTP,E,*JB COLOGNE LASTINGBLOOMS125MLTP,E,EA,NOT REQUIRED,*JB COLOGNE LASTING BLOOMS 125ML TP,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,9556006282618,,,,,,,,,,"['', 'JB COLOGNE LASTING']","['Emollients', 'protectives']","['JOHNSON ', 'JOHNSON SDN BHD (PCL']",*jb cologne lasting emollients protectivesjohnson  johnson sdn bhd (pcl *jb cologne lastingblooms125mltp
4281,21041271,101229.0,*JYW F/P OIL CONT+SP,ZF01,ZPC,"Emollients, protectives",JOHNSON & JOHNSON SDN BHD (PCL,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101229JPES01001008,NORM,152831757105,,,*JYW F/P OIL CONT+SPF15(B)10G+BLOSSOM 50,E,*JYW F/P OIL CONT+SPF15(B)10G+BLOSSOM 50,E,EA,NOT REQUIRED,*JYW F/P OIL CONT+SPF15(B)10G+BLOSSOM 50,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,99999999999999,,,,,,,,,,"['', 'JYW F/P OIL CONT+SP']","['Emollients', 'protectives']","['JOHNSON ', 'JOHNSON SDN BHD (PCL']",*jyw f/p oil cont+sp emollients protectivesjohnson  johnson sdn bhd (pcl *jyw f/p oil cont+spf15(b)10g+blossom 50
4282,23046887,101236.0,(Z) ZOVIRAX SUSP 200,ZF03,ZPE,"Antivirals, excluding anti-HIV products",GLAXOSMITHKLINE PHARMACEUTICAL_,LR,20250101,LR,20250101,Y,10,10,2010,,,ZHP,2SD,,ZP01,,0,2001,101236ANTI-VZOVZOV,NORM,02181240,,,(Z) ZOVIRAX SUSP 200MG/5ML 125ML,E,(Z) ZOVIRAX SUSP 200MG/5ML 125ML,E,EA,MAL19880350ACZ,ACYCLOVIR,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,60000000013875,,,,,,,,,,['(Z) ZOVIRAX SUSP 200'],"['Antivirals', 'excluding anti-HIV products']",['GLAXOSMITHKLINE PHARMACEUTICAL_'],(z) zovirax susp 200 antivirals excluding anti-hiv productsglaxosmithkline pharmaceutical_ (z) zovirax susp 200mg/5ml 125ml
4283,21041222,101229.0,*PH5.5 NOUR.B/W ALMO,ZF01,ZPC,"Emollients, protectives",JOHNSON & JOHNSON SDN BHD (PCL,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101229XSKI01001005,NORM,152801603401,,,*PH5.5 NOUR.B/W ALMOND 600ML-REFILL,E,*PH5.5 NOUR.B/W ALMOND 600ML-REFILL,E,EA,NOT REQUIRED,*PH5.5 NOUR.B/W ALMOND 600ML-REFILL,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,9556006061114,,,,,,,,,,"['', 'PH5.5 NOUR.B/W ALMO']","['Emollients', 'protectives']","['JOHNSON ', 'JOHNSON SDN BHD (PCL']",*ph5.5 nour.b/w almo emollients protectivesjohnson  johnson sdn bhd (pcl *ph5.5 nour.b/w almond 600ml-refill
4284,21039491,101254.0,CRACKED HEEL RPR CRM,ZF01,ZPC,"Emollients, protectives",RECKITT BENCKISER (MALAYSIA),LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,Z7,20150423,2001,101254000SSLCRA001,NORM,04210035882,,,CRACKED HEEL RPR CRMWTH ACTIVE K+25ML,E,CRACKED HEEL RPR CRMWTH ACTIVE K+25ML,E,EA,NOT100741659K,CRACKED HEEL RPR CRM WTH ACTIVE K+25ML,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['CRACKED HEEL RPR CRM'],"['Emollients', 'protectives']",['RECKITT BENCKISER (MALAYSIA)'],cracked heel rpr crm emollients protectivesreckitt benckiser (malaysia) cracked heel rpr crmwth active k+25ml
4285,21039257,101254.0,DETTOL HANDWASH,ZF01,ZPC,Hand antiseptics and disinfectants,RECKITT BENCKISER (MALAYSIA),LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,Z7,20150423,2001,101254RB0001006DHS,NORM,0420338772,,,DETTOL HANDWASH500MLORIGINAL,E,DETTOL HANDWASH500MLORIGINAL,E,EA,NOT120601393K,DETTOL HANDWASH 500ML ORIGINAL,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['DETTOL HANDWASH'],['Hand antiseptics and disinfectants'],['RECKITT BENCKISER (MALAYSIA)'],dettol handwash hand antiseptics and disinfectantsreckitt benckiser (malaysia) dettol handwash500mloriginal
4286,21039086,101254.0,DETTOL BATH SOAP SKI,ZF01,ZPC,Antiseptics and disinfectants,RECKITT BENCKISER (MALAYSIA),LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,Z7,20150423,2001,101254RB00010060DS,NORM,0420278738,,,DETTOL BATH SOAP SKINCARE120G 3+1-REV,E,DETTOL BATH SOAP SKINCARE120G 3+1-REV,E,EA,NOT120303296K,DETTOL BATH SOAP SKINCARE 120G 3+1-REV,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['DETTOL BATH SOAP SKI'],['Antiseptics and disinfectants'],['RECKITT BENCKISER (MALAYSIA)'],dettol bath soap ski antiseptics and disinfectantsreckitt benckiser (malaysia) dettol bath soap skincare120g 3+1-rev
4287,21046986,101257.0,CENTRUM SILVER 100'S,ZF01,ZCH,Multivitamins with minerals,PFIZER (M) SDN BHD,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101257AVMN01002001,NORM,4725213P055,,,CENTRUM SILVER 100'STP +VACUUMFLASK,E,CENTRUM SILVER 100'STP +VACUUMFLASK,E,EA,MAL05092249XC,CENTRUM SILVER 100'S TP + VACUUM FLASK,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,"[""CENTRUM SILVER 100'S""]",['Multivitamins with minerals'],['PFIZER (M) SDN BHD'],centrum silver 100's multivitamins with mineralspfizer (m) sdn bhd centrum silver 100'stp +vacuumflask
4288,23072238,101255.0,COQ10 PLUS,ZF03,ZCH,Multivitamins with minerals,SWISS BIO PHARMA SDN BHD  (PCL,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101255WFHS01001020,NORM,45837,,,COQ10 PLUSVEGICAPS3X30'S,E,COQ10 PLUSVEGICAPS3X30'S,E,EA,MAL11085010NCR,COQ10 PLUS VEGICAPS 3X30'S,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['COQ10 PLUS'],['Multivitamins with minerals'],['SWISS BIO PHARMA SDN BHD  (PCL'],coq10 plus multivitamins with mineralsswiss bio pharma sdn bhd  (pcl coq10 plusvegicaps3x30's
4289,23056712,101293.0,CHEWABLE VIT C 250M,ZF03,ZCH,Other multivitamins with minerals,CAMBERT (M) SDN BHD  (PCL a/c),LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,Z7,20140619,2001,101293VKOR02001002,NORM,119KRLVIT0334,,,CHEWABLE VIT C 250MG+B/NOIDS 30SVLE TP,E,CHEWABLE VIT C 250MG+B/NOIDS 30SVLE TP,E,EA,MAL08042267XC,CHEWABLE VIT C 250MG+B/NOIDS 30S VLE TP,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['CHEWABLE VIT C 250M'],['Other multivitamins with minerals'],['CAMBERT (M) SDN BHD  (PCL a/c)'],chewable vit c 250m other multivitamins with mineralscambert (m) sdn bhd  (pcl a/c) chewable vit c 250mg+b/noids 30svle tp
4290,23056800,101293.0,GARLIC,ZF03,ZCH,Anti-atheroma preps. of natural origin,CAMBERT (M) SDN BHD  (PCL a/c),LR,20250101,LR,20250101,Y,20,10,2010,KRL,,ZNC,2GD,,ZP01,,0,2001,101293VKOR01002007,NORM,119KRLVIT0626,,,GARLICCAPS3000MG100'S,E,GARLICCAPS3000MG100'S,E,EA,MAL20033794T,GARLIC CAPS 3000MG 100'S,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['GARLIC'],['Anti-atheroma preps. of natural origin'],['CAMBERT (M) SDN BHD  (PCL a/c)'],garlic anti-atheroma preps. of natural origincambert (m) sdn bhd  (pcl a/c) garliccaps3000mg100's
4291,23058189,101318.0,FRESUBIN HP ENERGY 5,ZF03,ZNT,Other nutrients,FRESENIUS KABI MALAYSIA SDN,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101318ALIMENTRA003,NORM,1677348221,,,FRESUBIN HP ENERGY 500ML EASYBAG,E,FRESUBIN HP ENERGY 500ML EASYBAG,E,EA,NOT REQUIRED,FRESUBIN HP ENERGY 500ML EASYBAG,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,7348221,,,,,,,,,,['FRESUBIN HP ENERGY 5'],['Other nutrients'],['FRESENIUS KABI MALAYSIA SDN'],fresubin hp energy 5 other nutrientsfresenius kabi malaysia sdn fresubin hp energy 500ml easybag
4292,23071314,101242.0,HADA LABA SHA LOTION,ZF03,ZCS,"Emollients, protectives",ROHTO-MENTHOLATUM (M) SDN BHD,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101242HALA01003002,NORM,29452,,,HADA LABA SHA LOTION30ML,E,HADA LABA SHA LOTION30ML,E,EA,NOT130900541K,HADA LABA SHA LOTION             30ML,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['HADA LABA SHA LOTION'],"['Emollients', 'protectives']",['ROHTO-MENTHOLATUM (M) SDN BHD'],hada laba sha lotion emollients protectivesrohto-mentholatum (m) sdn bhd hada laba sha lotion30ml
4293,23071340,101242.0,HADA LABO MOISTURIZI,ZF03,ZCS,"Emollients, protectives",ROHTO-MENTHOLATUM (M) SDN BHD,LR,20250101,LR,20250101,Y,20,10,2010,,,ZNC,2GD,,ZP01,,0,2001,101242HALA01003004,NORM,29612,,,HADA LABO MOISTURIZING ESSENCE BOT 30GM,E,HADA LABO MOISTURIZING ESSENCE BOT 30GM,E,EA,NOT130900540K,HADA LABO MOISTURIZING ESSENCE BOT 30GM,AC,MY,1.0,,,,,,,,,,MWST,Product : Full Tax,,,,,,,,,,,['HADA LABO MOISTURIZI'],"['Emollients', 'protectives']",['ROHTO-MENTHOLATUM (M) SDN BHD'],hada labo moisturizi emollients protectivesrohto-mentholatum (m) sdn bhd hada labo moisturizing essence bot 30gm
