"customersoldto","customershipto","salesorg","salesrepid","salesreptype","principalnumber","countrycode","csteam","principalgroup","principalsalesrep","soldtoincluded"
"0030070570","0070090977","2001","dmcheng","internal","0000102233","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","dmcheng","internal","0000102696","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","dmcheng","internal","0000102729","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","dmcheng","internal","0000103805","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","dmcheng","internal","0000104174","MY","COMSOLMY","","E9V2",True
"0030070570","0070090977","2001","dmcheng","internal","0000105141","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","dmcheng","internal","0000105571","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","farrahannisaf","internal","0000104947","MY","COMSOLMY","","E803",True
"0030070570","0070090977","2001","ing","internal","0000104947","MY","COMSOLMY","","E101",True
"0030070570","0070090977","2001","ing","internal","0000104947","MY","COMSOLMY","","E109",True
"0030070570","0070090977","2001","ing","internal","0000104947","MY","COMSOLMY","","E803",True
"0030070570","0070090977","2001","jhkhoo","internal","0000100187","MY","COMSOLMY","","E507",True
"0030070570","0070090977","2001","jhkhoo","internal","0000101827","MY","COMSOLMY","","E507",True
"0030070570","0070090977","2001","jhkhoo","internal","0000102200","MY","COMSOLMY","","E507",True
"0030070570","0070090977","2001","jhkhoo","internal","0000102201","MY","COMSOLMY","","E507",True
"0030070570","0070090977","2001","jhkhoo","internal","0000104174","MY","COMSOLMY","","E507",True
"0030070570","0070090977","2001","jnardo","internal","0000100187","MY","COMSOLMY","","E141",True
"0030070570","0070090977","2001","jnardo","internal","0000100187","MY","COMSOLMY","","E507",True
"0030070570","0070090977","2001","jnardo","internal","0000100226","MY","COMSOLMY","","E202",True
"0030070570","0070090977","2001","jnardo","internal","0000100268","MY","COMSOLMY","","NTRD",True
"0030070570","0070090977","2001","jnardo","internal","0000100289","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","jnardo","internal","0000101788","MY","COMSOLMY","","E003",True
"0030070570","0070090977","2001","jnardo","internal","0000101788","MY","COMSOLMY","","E605",True
"0030070570","0070090977","2001","jnardo","internal","0000101808","MY","COMSOLMY","","E903",True
"0030070570","0070090977","2001","jnardo","internal","0000101827","MY","COMSOLMY","","E507",True
"0030070570","0070090977","2001","jnardo","internal","0000101989","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","jnardo","internal","0000102200","MY","COMSOLMY","","E202",True
"0030070570","0070090977","2001","jnardo","internal","0000102200","MY","COMSOLMY","","E507",True
"0030070570","0070090977","2001","jnardo","internal","0000102201","MY","COMSOLMY","","E507",True
"0030070570","0070090977","2001","jnardo","internal","0000102226","MY","COMSOLMY","","E003",True
"0030070570","0070090977","2001","jnardo","internal","0000102233","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","jnardo","internal","0000102475","MY","COMSOLMY","","E401",True
"0030070570","0070090977","2001","jnardo","internal","0000102696","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","jnardo","internal","0000102729","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","jnardo","internal","0000103805","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","jnardo","internal","0000104174","MY","COMSOLMY","","E507",True
"0030070570","0070090977","2001","jnardo","internal","0000104174","MY","COMSOLMY","","E9V2",True
"0030070570","0070090977","2001","jnardo","internal","0000104344","MY","COMSOLMY","","E903",True
"0030070570","0070090977","2001","jnardo","internal","0000104483","MY","COMSOLMY","","NTRD",True
"0030070570","0070090977","2001","jnardo","internal","0000104667","MY","COMSOLMY","","E401",True
"0030070570","0070090977","2001","jnardo","internal","0000104808","MY","COMSOLMY","","E202",True
"0030070570","0070090977","2001","jnardo","internal","0000104947","MY","COMSOLMY","","E101",True
"0030070570","0070090977","2001","jnardo","internal","0000104947","MY","COMSOLMY","","E109",True
"0030070570","0070090977","2001","jnardo","internal","0000104947","MY","COMSOLMY","","E202",True
"0030070570","0070090977","2001","jnardo","internal","0000104947","MY","COMSOLMY","","E803",True
"0030070570","0070090977","2001","jnardo","internal","0000104947","MY","COMSOLMY","","NETH",True
"0030070570","0070090977","2001","jnardo","internal","0000105141","MY","COMSOLMY","","E151",True
"0030070570","0070090977","2001","jnardo","internal","0000105141","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","jnardo","internal","0000105221","MY","COMSOLMY","","LOR2",True
"0030070570","0070090977","2001","jnardo","internal","0000105351","MY","COMSOLMY","","NTRD",True
"0030070570","0070090977","2001","jnardo","internal","0000105571","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","jnto","internal","0000100187","MY","COMSOLMY","","E141",True
"0030070570","0070090977","2001","jnto","internal","0000100187","MY","COMSOLMY","","E507",True
"0030070570","0070090977","2001","jnto","internal","0000100226","MY","COMSOLMY","","E202",True
"0030070570","0070090977","2001","jnto","internal","0000100268","MY","COMSOLMY","","NTRD",True
"0030070570","0070090977","2001","jnto","internal","0000100289","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","jnto","internal","0000101788","MY","COMSOLMY","","E003",True
"0030070570","0070090977","2001","jnto","internal","0000101788","MY","COMSOLMY","","E605",True
"0030070570","0070090977","2001","jnto","internal","0000101808","MY","COMSOLMY","","E903",True
"0030070570","0070090977","2001","jnto","internal","0000101827","MY","COMSOLMY","","E507",True
"0030070570","0070090977","2001","jnto","internal","0000101989","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","jnto","internal","0000102200","MY","COMSOLMY","","E202",True
"0030070570","0070090977","2001","jnto","internal","0000102200","MY","COMSOLMY","","E507",True
"0030070570","0070090977","2001","jnto","internal","0000102201","MY","COMSOLMY","","E507",True
"0030070570","0070090977","2001","jnto","internal","0000102226","MY","COMSOLMY","","E003",True
"0030070570","0070090977","2001","jnto","internal","0000102233","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","jnto","internal","0000102475","MY","COMSOLMY","","E401",True
"0030070570","0070090977","2001","jnto","internal","0000102696","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","jnto","internal","0000102729","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","jnto","internal","0000103805","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","jnto","internal","0000104174","MY","COMSOLMY","","E507",True
"0030070570","0070090977","2001","jnto","internal","0000104174","MY","COMSOLMY","","E9V2",True
"0030070570","0070090977","2001","jnto","internal","0000104344","MY","COMSOLMY","","E903",True
"0030070570","0070090977","2001","jnto","internal","0000104483","MY","COMSOLMY","","NTRD",True
"0030070570","0070090977","2001","jnto","internal","0000104667","MY","COMSOLMY","","E401",True
"0030070570","0070090977","2001","jnto","internal","0000104808","MY","COMSOLMY","","E202",True
"0030070570","0070090977","2001","jnto","internal","0000104947","MY","COMSOLMY","","E101",True
"0030070570","0070090977","2001","jnto","internal","0000104947","MY","COMSOLMY","","E109",True
"0030070570","0070090977","2001","jnto","internal","0000104947","MY","COMSOLMY","","E202",True
"0030070570","0070090977","2001","jnto","internal","0000104947","MY","COMSOLMY","","E803",True
"0030070570","0070090977","2001","jnto","internal","0000104947","MY","COMSOLMY","","NETH",True
"0030070570","0070090977","2001","jnto","internal","0000105141","MY","COMSOLMY","","E151",True
"0030070570","0070090977","2001","jnto","internal","0000105141","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","jnto","internal","0000105221","MY","COMSOLMY","","LOR2",True
"0030070570","0070090977","2001","jnto","internal","0000105351","MY","COMSOLMY","","NTRD",True
"0030070570","0070090977","2001","jnto","internal","0000105571","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","jsteoh","internal","0000100187","MY","COMSOLMY","","E141",True
"0030070570","0070090977","2001","jsteoh","internal","0000100187","MY","COMSOLMY","","E507",True
"0030070570","0070090977","2001","jsteoh","internal","0000100226","MY","COMSOLMY","","E202",True
"0030070570","0070090977","2001","jsteoh","internal","0000100268","MY","COMSOLMY","","NTRD",True
"0030070570","0070090977","2001","jsteoh","internal","0000100289","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","jsteoh","internal","0000101788","MY","COMSOLMY","","E003",True
"0030070570","0070090977","2001","jsteoh","internal","0000101788","MY","COMSOLMY","","E605",True
"0030070570","0070090977","2001","jsteoh","internal","0000101808","MY","COMSOLMY","","E903",True
"0030070570","0070090977","2001","jsteoh","internal","0000101827","MY","COMSOLMY","","E507",True
"0030070570","0070090977","2001","jsteoh","internal","0000101989","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","jsteoh","internal","0000102200","MY","COMSOLMY","","E202",True
"0030070570","0070090977","2001","mcting","internal","0000100289","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","mcting","internal","0000101788","MY","COMSOLMY","","E003",True
"0030070570","0070090977","2001","mcting","internal","0000101788","MY","COMSOLMY","","E605",True
"0030070570","0070090977","2001","mcting","internal","0000101808","MY","COMSOLMY","","E903",True
"0030070570","0070090977","2001","mcting","internal","0000101827","MY","COMSOLMY","","E507",True
"0030070570","0070090977","2001","mcting","internal","0000101989","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","mcting","internal","0000102200","MY","COMSOLMY","","E202",True
"0030070570","0070090977","2001","mcting","internal","0000102200","MY","COMSOLMY","","E507",True
"0030070570","0070090977","2001","mcting","internal","0000102201","MY","COMSOLMY","","E507",True
"0030070570","0070090977","2001","mcting","internal","0000102226","MY","COMSOLMY","","E003",True
"0030070570","0070090977","2001","mcting","internal","0000102233","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","mcting","internal","0000102475","MY","COMSOLMY","","E401",True
"0030070570","0070090977","2001","mcting","internal","0000102696","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","mcting","internal","0000102729","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","mcting","internal","0000103805","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","mcting","internal","0000104174","MY","COMSOLMY","","E507",True
"0030070570","0070090977","2001","mcting","internal","0000104174","MY","COMSOLMY","","E9V2",True
"0030070570","0070090977","2001","mcting","internal","0000104344","MY","COMSOLMY","","E903",True
"0030070570","0070090977","2001","mcting","internal","0000104483","MY","COMSOLMY","","NTRD",True
"0030070570","0070090977","2001","mcting","internal","0000104667","MY","COMSOLMY","","E401",True
"0030070570","0070090977","2001","mcting","internal","0000104808","MY","COMSOLMY","","E202",True
"0030070570","0070090977","2001","mcting","internal","0000104947","MY","COMSOLMY","","E101",True
"0030070570","0070090977","2001","mcting","internal","0000104947","MY","COMSOLMY","","E109",True
"0030070570","0070090977","2001","mcting","internal","0000104947","MY","COMSOLMY","","E202",True
"0030070570","0070090977","2001","mcting","internal","0000104947","MY","COMSOLMY","","E803",True
"0030070570","0070090977","2001","mcting","internal","0000104947","MY","COMSOLMY","","NETH",True
"0030070570","0070090977","2001","mcting","internal","0000105141","MY","COMSOLMY","","E151",True
"0030070570","0070090977","2001","mcting","internal","0000105141","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","mcting","internal","0000105221","MY","COMSOLMY","","LOR2",True
"0030070570","0070090977","2001","mcting","internal","0000105351","MY","COMSOLMY","","NTRD",True
"0030070570","0070090977","2001","mcting","internal","0000105571","MY","COMSOLMY","","E707",True
"0030070570","0070090977","2001","mffong","internal","0000104947","MY","COMSOLMY","","E803",True
"0030070570","0070090977","2001","myaz-adelinelim","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-agneshuang","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-agnesyong","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-alexislee","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-aliceleong","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-aliceyong","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-alveselva","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-amieechung","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-amiraazhar","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-amostan","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-angellai","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-annaong","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-annielim","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-audreychin","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-beekengkho","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-bernard","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-berniceguek","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-bgooi","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-bmtan","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-boonhanlau","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-cannylim","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-carmenlee2","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-carmenngan","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-caroltoh","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-carolyntan","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-cbong","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-ccchee","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-celestlim","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-cheehaukoo","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-cherryphang","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-chgoh","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-chiayinnl","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-chingyiklee","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-chrislau","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-chtan","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-cindylau","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-cpseow","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-cysiah","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-cysim","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-cywong","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-danielchang1","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-daniellechan","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-diana","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-easonlee","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-lstee","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-lucashaw","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-lyng","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-mandyteoh","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-meilingho","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-mfloh","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-michael","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-mingweychan","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-nezulhisyama","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-nicolelim","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-nicoletan","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-nureen","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-omariqbal","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-paulinet","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-pearlypoh","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-peggylee","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-peivithras","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-pingpengc","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-ppning","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-praveena","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-premaladevy","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-premikar","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-rabeccatan","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-rachelkoh","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-raymondgoh","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-rianne","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-rukkeeshraus","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-saikkeefoo","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-sannieliew","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-sashinap","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-sereneyap","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-sharonelim","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-sharonlaw","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-shijialoo","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-shirleychai","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-shirlytan","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-shuwenwong","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-skylerlau","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-slng","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-slwong","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-snowchong","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-sookimgoh","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-souyanwong","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-stanleyyip","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-stephaniebeh","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-stephanieh","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-stephanylim","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-stepling","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-stewartchin","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-summerlau","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-swyeoh","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-syamaladevi","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-sylviasoh","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-sywong1","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-tbyap","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-teehockw","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-tingzhiwong","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-tmtan","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-tracywong","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-ttng","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-tttan","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-tzexianlau","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-vincent","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-vivianlai","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-viviennec","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-waixinlow","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-weeyanc","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-wendychoong","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-wendyloo","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-yichingoh","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-yingyingfoo","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-yitinglim","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-yiyeonggoh","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-yjsek","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-yklore","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","myaz-ymteh","external","0000100246","MY","","","ALLREP",True
"0030070570","0070090977","2001","mybayer-joanne","external","0000100276","MY","","","SMSM",True
"0030070570","0070090977","2001","mybayer-joannewoon","external","0000100276","MY","","","GMM1",True
"0030070570","0070090977","2001","mybayer-joannewoon","external","0000100276","MY","","","GMM2",True
"0030070570","0070090977","2001","mybayer-joannewoon","external","0000100276","MY","","","GMM3",True
"0030070570","0070090977","2001","mybayer-joannewoon","external","0000100276","MY","","","GMM4",True
"0030070570","0070090977","2001","mybayer-joannewoon","external","0000100276","MY","","","RDSM",True
"0030070570","0070090977","2001","mybayer-joannewoon","external","0000100276","MY","","","SMSM",True
"0030070570","0070090977","2001","mybayer-joannewoon","external","0000100276","MY","","","WHM1",True
"0030070570","0070090977","2001","mybayer-joannewoon","external","0000100276","MY","","","WHM2",True
"0030070570","0070090977","2001","mybayer-joeliew","external","0000100276","MY","","","SMSM",True
"0030070570","0070090977","2001","mybayer-joeltan","external","0000100276","MY","","","GMM1",True
"0030070570","0070090977","2001","mybayer-joeltan","external","0000100276","MY","","","GMM2",True
"0030070570","0070090977","2001","mybayer-joeltan","external","0000100276","MY","","","GMM3",True
"0030070570","0070090977","2001","mybayer-joeltan","external","0000100276","MY","","","GMM4",True
"0030070570","0070090977","2001","mybayer-kelyintor","external","0000100276","MY","","","WHM1",True
"0030070570","0070090977","2001","mybayer-kelyintor","external","0000100276","MY","","","WHM2",True
"0030070570","0070090977","2001","mybayer-larrylim","external","0000100276","MY","","","GMM1",True
"0030070570","0070090977","2001","mybayer-larrylim","external","0000100276","MY","","","GMM2",True
"0030070570","0070090977","2001","mybayer-larrylim","external","0000100276","MY","","","GMM3",True
"0030070570","0070090977","2001","mybayer-larrylim","external","0000100276","MY","","","GMM4",True
"0030070570","0070090977","2001","mybayer-limcheaw","external","0000100276","MY","","","WHM1",True
"0030070570","0070090977","2001","mybayer-limcheaw","external","0000100276","MY","","","WHM2",True
"0030070570","0070090977","2001","mybayer-linalim","external","0000100276","MY","","","WHM1",True
"0030070570","0070090977","2001","mybayer-linalim","external","0000100276","MY","","","WHM2",True
"0030070570","0070090977","2001","mybayer-lthuanlai","external","0000100276","MY","","","RDSM",True
"0030070570","0070090977","2001","mybayer-mavisleaw","external","0000100276","MY","","","GMM1",True
"0030070570","0070090977","2001","mybayer-mavisleaw","external","0000100276","MY","","","GMM2",True
"0030070570","0070090977","2001","mybayer-mavisleaw","external","0000100276","MY","","","GMM3",True
"0030070570","0070090977","2001","mybayer-mavisleaw","external","0000100276","MY","","","GMM4",True
"0030070570","0070090977","2001","mybayer-michelletoo","external","0000100276","MY","","","GMM1",True
"0030070570","0070090977","2001","mybayer-michelletoo","external","0000100276","MY","","","GMM2",True
"0030070570","0070090977","2001","mybayer-michelletoo","external","0000100276","MY","","","GMM3",True
"0030070570","0070090977","2001","mybayer-michelletoo","external","0000100276","MY","","","GMM4",True
"0030070570","0070090977","2001","mybayer-mooi","external","0000100276","MY","","","GMM1",True
"0030070570","0070090977","2001","mybayer-mooi","external","0000100276","MY","","","GMM2",True
"0030070570","0070090977","2001","mybayer-mooi","external","0000100276","MY","","","GMM3",True
"0030070570","0070090977","2001","mybayer-mooi","external","0000100276","MY","","","GMM4",True
"0030070570","0070090977","2001","mybayer-quek","external","0000100276","MY","","","GMM1",True
"0030070570","0070090977","2001","mybayer-quek","external","0000100276","MY","","","GMM2",True
"0030070570","0070090977","2001","mybayer-quek","external","0000100276","MY","","","GMM3",True
"0030070570","0070090977","2001","mybayer-quek","external","0000100276","MY","","","GMM4",True
"0030070570","0070090977","2001","mybayer-racheleng","external","0000100276","MY","","","GMM1",True
"0030070570","0070090977","2001","mybayer-racheleng","external","0000100276","MY","","","GMM2",True
"0030070570","0070090977","2001","mybayer-racheleng","external","0000100276","MY","","","GMM3",True
"0030070570","0070090977","2001","mybayer-racheleng","external","0000100276","MY","","","GMM4",True
"0030070570","0070090977","2001","mybayer-randolphchan","external","0000100276","MY","","","GMM1",True
"0030070570","0070090977","2001","mybayer-randolphchan","external","0000100276","MY","","","GMM2",True
"0030070570","0070090977","2001","mybayer-randolphchan","external","0000100276","MY","","","GMM3",True
"0030070570","0070090977","2001","mybayer-randolphchan","external","0000100276","MY","","","GMM4",True
"0030070570","0070090977","2001","mybayer-samku","external","0000100276","MY","","","RDSM",True
"0030070570","0070090977","2001","mybayer-sapphiresiew","external","0000100276","MY","","","WHM1",True
"0030070570","0070090977","2001","mybayer-sapphiresiew","external","0000100276","MY","","","WHM2",True
"0030070570","0070090977","2001","mybayer-serenekwan","external","0000100276","MY","","","GMM1",True
"0030070570","0070090977","2001","mybayer-serenekwan","external","0000100276","MY","","","GMM2",True
"0030070570","0070090977","2001","mybayer-serenekwan","external","0000100276","MY","","","GMM3",True
"0030070570","0070090977","2001","mybayer-serenekwan","external","0000100276","MY","","","GMM4",True
"0030070570","0070090977","2001","mybayer-sereneteh","external","0000100276","MY","","","GMM1",True
"0030070570","0070090977","2001","mybayer-sereneteh","external","0000100276","MY","","","GMM2",True
"0030070570","0070090977","2001","mybayer-sereneteh","external","0000100276","MY","","","GMM3",True
"0030070570","0070090977","2001","mybayer-sereneteh","external","0000100276","MY","","","GMM4",True
"0030070570","0070090977","2001","mybayer-sereneteh","external","0000100276","MY","","","RDSM",True
"0030070570","0070090977","2001","mybayer-sereneteh","external","0000100276","MY","","","SMSM",True
"0030070570","0070090977","2001","mybayer-sereneteh","external","0000100276","MY","","","WHM1",True
"0030070570","0070090977","2001","mybayer-sereneteh","external","0000100276","MY","","","WHM2",True
"0030070570","0070090977","2001","mybayer-siewbinhui","external","0000100276","MY","","","GMM1",True
"0030070570","0070090977","2001","mybayer-siewbinhui","external","0000100276","MY","","","GMM2",True
"0030070570","0070090977","2001","mybayer-siewbinhui","external","0000100276","MY","","","GMM3",True
"0030070570","0070090977","2001","mybayer-siewbinhui","external","0000100276","MY","","","GMM4",True
"0030070570","0070090977","2001","mybayer-stefanloo","external","0000100276","MY","","","GMM1",True
