"matnr","zzprncode","zzibrnd","mtart","matkl","TherapeuticClass","PrincipalName","mstae","mstde","mstav","mstdv","zzdwrx","spart","vtweg","dwerk","mvgr1","mvgr2","mvgr3","mvgr4","mvgr5","tragr","vmsta","vmstd","MaterialSalesOrganisation","prodh","mtpos","OldMaterialCode","GovernmentMaterialCode","taxClassification","Description","Language","DefaultMaterialDescription","DefaultMaterialLanguage","unitOfMeasurement","itemRegistrationNumber","GenericMaterialName","WarehouseStorageCondition","aland","taxm1","taxm2","taxm3","taxm4","taxm5","taxm6","taxm7","taxm8","taxm9","taxim","tatyp","vtext","idnlf","prat1","prat2","prat3","prat4","prat5","prat6","prat7","prat8","prat9"
"000000000021223001","0000104286","195 BREATH RIGHT NOR","ZF01","ZPC","Nasal decongestants","GLAXOSMITHKLINE CONSUMER","LR","20210101","LR","20991231","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","104286RESPIRBREBRE","NORM","195234277","","","195 BREATH RIGHT NORMAL SKIN     12'S","E","195 BREATH RIGHT NORMAL SKIN     12'S","E","EA","NOT REQUIRED","195 BREATH RIGHT NORMAL SKIN     12'S","AC","MY","0","","","","","","","","","","MWST","Product : No Tax","234277","","","","","","","","",""
"000000000021041727","0000101334","190 PANADOL SOLUBLE","ZF01","ZPE","Non-narcotics and anti-pyretics","GLAXOSMITHKLINE CONSUMER","LR","20250101","LR","20250101","Y","10","10","2010","","","ZNC","2HC","","ZP01","","00000000","2001","101334ANALGEPANPAN","NORM","190209401","","","190 PANADOL SOLUBLETAB500MG120S/BX","E","190 PANADOL SOLUBLETAB500MG120S/BX","E","EA","MAL19930450XR","190 PANADOL SOLUBLE  TAB  500MG  120S/BX","AC","MY","0","","","","","","","","","","MWST","Product : No Tax","","","","","","","","","",""
"000000000023046830","0000101236","(Z) LAMICTAL TAB  50","ZF03","ZPE","Anti-epileptics","GLAXOSMITHKLINE PHARMACEUTICAL_","LR","20250101","LR","20250101","Y","10","10","2010","","","ZHP","2SD","","ZP01","","00000000","2001","101236CTR NSLAMLAM","NORM","02181118","","","(Z) LAMICTAL TAB  50MG  30'S","E","(Z) LAMICTAL TAB  50MG  30'S","E","EA","MAL19930433ARZ","LAMOTRIGINE","AC","MY","0","","","","","","","","","","MWST","Product : No Tax","15679","","","","","","","","",""
"000000000021040707","0000101229","*STAYFREE MAXI WITH","ZF01","ZPC","All other non-therapeutic products","JOHNSON & JOHNSON SDN BHD (PCL","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101229QSAN01003002","NORM","1512532334","","","*STAYFREE MAXI WITHWING10'S","E","*STAYFREE MAXI WITHWING10'S","E","EA","NOT REQUIRED","*STAYFREE MAXI WITH WING 10'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","8850007371656","","","","","","","","",""
"000000000023072826","0000101277","*TI COLLAGEN PLUS","ZF03","ZPC","Slimming preparations","TOTAL IMAGE REGIONAL (M) SDN","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101277DSKI01003001","NORM","74915","","","*TI COLLAGEN PLUS60S+10S","E","*TI COLLAGEN PLUS60S+10S","E","EA","MAL09072802XR","*TI COLLAGEN PLUS 60S+10S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021039752","0000101254","DETTOL SG 250ML ORIG","ZF01","ZPC","Antiseptics and disinfectants","RECKITT BENCKISER (MALAYSIA)","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","Z7","20150423","2001","101254RB0001006DSF","NORM","0428091382","","","DETTOL SG 250ML ORIGINAL (CORAL)","E","DETTOL SG 250ML ORIGINAL (CORAL)","E","EA","NOT130801151K","DETTOL SG 250ML ORIGINAL (CORAL)","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023063844","0000101363","DERMACEUTIC SPOT PEE","ZF03","ZCS","Emollients, protectives","PARVUS SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101363000SKI004001","NORM","225SPCSPCREAMAC","","","DERMACEUTIC SPOT PEEL CREAM 15ML","E","DERMACEUTIC SPOT PEEL CREAM 15ML","E","EA","NOT101104771K","DERMACEUTIC SPOT PEEL CREAM 15NL","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021046977","0000101257","CENTRUM 120'S TP VAL","ZF01","ZCH","Multivitamins with minerals","PFIZER (M) SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101257AVMN01001001","NORM","4725211P002","","","CENTRUM 120'S TP VALUE PACK","E","CENTRUM 120'S TP VALUE PACK","E","EA","MAL05061505XC","CENTRUM 120'S TP VALUE PACK","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021041616","0000101328","CETAPHIL MOIST LOTIO","ZF01","ZCS","Emollients, protectives","GALDERMA (S) PTE LTD (PCL a/c)","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101328SKINCASKISKI","NORM","178020763TP","","","CETAPHIL MOIST LOTION TWINPACK200ML","E","CETAPHIL MOIST LOTION TWINPACK200ML","E","EA","NOT130601525K","CETAPHIL MOIST LOTION TWIN PACK  200ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023047508","0000101256","GENTLE EXFO.WALNUT S","ZF03","ZCS","Emollients, protectives","EMBUN ELIT SDN BHD (PCL a/c)","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101256WSKI01001002","NORM","046051408","","","GENTLE EXFO.WALNUT SCRUB 150ML FOC 15ML","E","GENTLE EXFO.WALNUT SCRUB 150ML FOC 15ML","E","EA","NOT120706433K","GENTLE EXFO.WALNUT SCRUB 150ML FOC 15ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023047621","0000101256","GOKSHURA","ZF03","ZPE","All other urological products","EMBUN ELIT SDN BHD (PCL a/c)","LR","20250101","LR","20250101","Y","10","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101256WPUR01007001","NORM","046501693","","","GOKSHURACAPS60'S","E","GOKSHURACAPS60'S","E","EA","MAL20020288T","GOKSHURA            CAPS         60'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023059279","0000101337","DUPRO FOLLOW-UP FORM","ZF03","ZNT","Other nutrients","DANONE SPECIALIZED NUTRITION","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101337DUM001001002","NORM","FGDFORG1000PUMY42","","","DUPRO FOLLOW-UP FORMULA STEP 21KG","E","DUPRO FOLLOW-UP FORMULA STEP 21KG","E","EA","NOT REQUIRED","DUPRO FOLLOW-UP FORMULA STEP 2   1KG","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","FGDFORG1000PUMY42","","","","","","","","",""
"000000000023059283","0000101337","DUPRO FOLLOW-UP FORM","ZF03","ZNT","Other nutrients","DANONE SPECIALIZED NUTRITION","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101337DUM001001002","NORM","FGDFORG1600TNMY42","","","DUPRO FOLLOW-UP FORMULA STEP 21.6KG","E","DUPRO FOLLOW-UP FORMULA STEP 21.6KG","E","EA","NOT REQUIRED","DUPRO FOLLOW-UP FORMULA STEP 2   1.6KG","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","FGDFORG1600TNMY42","","","","","","","","",""
"000000000021039520","0000101254","DUREX PLAY SOOTHING","ZF01","ZMD","All other non-therapeutic products","RECKITT BENCKISER (MALAYSIA)","LR","20250101","LR","20250101","Y","30","10","2010","","","ZNC","2GD","","ZP01","Z7","20150423","2001","101254000SSLDUR011","NORM","04210053300","","","DUREX PLAY SOOTHINGALOEVERA100ML","E","DUREX PLAY SOOTHINGALOEVERA100ML","E","EA","NOT REQUIRED","DUREX PLAY SOOTHING ALOEVERA 100ML","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023070989","0000101241","EDURANT","ZF03","ZPE","Erythropoietin products","JANSSEN PHARMACEUTICA","LR","20250101","LR","20250101","Y","10","10","2010","","","ZNC","2SD","","ZP01","","00000000","2001","101241DAAP01003002","NORM","28921","","","EDURANTTABS25MG30'S","E","EDURANTTABS25MG30'S","E","EA","MAL13035067A","RILPIVIRINE","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","MY412268TG","","","","","","","","",""
"000000000023047542","0000101256","ALOE & CUCUMBER LOTI","ZF03","ZPC","Emollients, protectives","EMBUN ELIT SDN BHD (PCL a/c)","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101256WBOD01007001","NORM","046051866","","","ALOE & CUCUMBER LOTION 200ML TWINPACK","E","ALOE & CUCUMBER LOTION 200ML TWINPACK","E","EA","NOT130300166K","ALOE & CUCUMBER LOTION 200ML TWIN PACK","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000021046775","0000101393","ANESTHESIA MINIKIT P","ZF01","ZMD","All other non-therapeutic products","BECTON DICKINSON HOLDINGS PTE","LR","20250101","LR","20250101","Y","30","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101393000107000000","NORM","277401426","","","ANESTHESIA MINIKIT P18GAX3-1/2 ENG 10'S","E","ANESTHESIA MINIKIT P18GAX3-1/2 ENG 10'S","E","EA","NOT REQUIRED","ANESTHESIA MINIKIT P 18GAX3-1/2 ENG 10'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023056661","0000101293","CALCIUM & MAGNESIUM","ZF03","ZCH","Other mineral supplements","CAMBERT (M) SDN BHD  (PCL a/c)","LR","20250101","LR","20250101","Y","20","10","2010","KRL","","ZNC","2GD","","ZP01","Z7","20140619","2001","101293VKOR01001009","NORM","119KRLVIT0226","","","CALCIUM & MAGNESIUMTABS150'S","E","CALCIUM & MAGNESIUMTABS150'S","E","EA","MAL20034390XC","CALCIUM & MAGNESIUM TABS         150'S","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023064723","0000101369","BEROCCA EFF CITRUS 1","ZF03","ZCH","Vitamin B complex with other drugs","BAYER CO (MALAYSIA) SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101369000002001001","NORM","251C0000102","","","BEROCCA EFF CITRUS 15S FOC EARPHONE","E","BEROCCA EFF CITRUS 15S FOC EARPHONE","E","EA","MAL09051580","BEROCCA EFF CITRUS 15S FOC EARPHONE","AC","MY","1","","","","","","","","","","MWST","Product : Full Tax","","","","","","","","","",""
"000000000023056188","0000101289","SAFWA HEALTH GARLIC","ZF03","ZCH","Other vitamins","NUVANTA SDN BHD c/o CAMBERT","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101289SAFH01003003","NORM","099SFHR1026","","",NULL,NULL,NULL,NULL,"EA","MAL19984916TC","SAFWA HEALTH GARLIC OIL CAPS 2MG 60S","AC","","","","","","","","","","","","","","","","","","","","","","",""
"000000000023048675","0000101261","RASILEZ HCT","ZF03","ZPE","Oth agents act. on the renin-angio. sys.","NOVARTIS CORPORATION (M) SDN","Z2","20250101","Z7","20250101","Y","10","10","2010","","","ZNC","2SD","","ZP01","","00000000","2001","101261GENMED009001","NORM","052715849","","",NULL,NULL,NULL,NULL,"EA","MAL20091951A","RASILEZ HCT 150/12.5MG 4X7'S","AC","","","","","","","","","","","","","","715849","","","","","","","","",""
"000000000023047364","0000101256","PILES TREATMENT SET","ZF03","ZPE","Emollients, protectives","EMBUN ELIT SDN BHD (PCL a/c)","LR","20250101","LR","20250101","Y","10","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101256WPHA01006001","NORM","046049580","","",NULL,NULL,NULL,NULL,"EA","MAL20002069T","PILES TREATMENT SET","AC","","","","","","","","","","","","","","","","","","","","","","",""
"000000000021039523","0000101254","SCHOLL HALF INSOLES","ZF01","ZOT","All other non-therapeutic products","RECKITT BENCKISER (MALAYSIA)","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","Z7","20190423","2001","101254000SSLHAL001","NORM","04210057150","","",NULL,NULL,NULL,NULL,"EA","NOT REQUIRED","SCHOLL HALF INSOLES","AC","","","","","","","","","","","","","","","","","","","","","","",""
"000000000021223067","0000104281","PH5.5 BODYWASH 2IN1","ZF01","ZPC","Emollients, protectives","JOHNSON & JOHNSON SDN BHD","LR","99910101","LR","20991231","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","104281XSKI01001001","NORM","1528001426","","",NULL,NULL,NULL,NULL,"EA","NOT REQUIRED","PH5.5 BODYWASH 2IN1 750ML FOC 250ML '16","AC","","","","","","","","","","","","","","9556006013205","","","","","","","","",""
"000000000023060206","0000101341","QV Wash Ex","ZF03","ZPC","Emollients, protectives","EGO PHARMA MALAYSIA SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101341000EGO0QVWAS","NORM","19874.500EX","","",NULL,NULL,NULL,NULL,"EA","NOT120900667K","QV Wash Ex                       500ML","AC","","","","","","","","","","","","","","10249","","","","","","","","",""
"000000000023064722","0000101369","RED DA KIDS CHEW 60S","ZF03","ZCH","Vitamin C combinations","BAYER CO (MALAYSIA) SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101369000001003002","NORM","251C0000101","","",NULL,NULL,NULL,NULL,"EA","MAL09122804X","RED DA KIDS CHEW 60SFOC BOTTLE CONTAINER","AC","","","","","","","","","","","","","","","","","","","","","","",""
"000000000021041584","0000101328","RESTYLANE SUBQ","ZF01","ZMD","All other non-therapeutic products","GALDERMA (S) PTE LTD (PCL a/c)","LR","20250101","LR","20250101","Y","30","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101328QMED01001001","NORM","178Q010539","","",NULL,NULL,NULL,NULL,"EA","NOT REQUIRED","RESTYLANE SUBQ                  2ML","AC","","","","","","","","","","","","","","","","","","","","","","",""
"000000000023060136","0000101341","QV SKIN LOTION 500ML","ZF03","ZCS","Emollients, protectives","EGO PHARMA MALAYSIA SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101341000EGO0QVLOT","NORM","19851.500PROMO10","","",NULL,NULL,NULL,NULL,"EA","NOT100701155K","QV SKIN LOTION 500ML FOC QV BATH OIL 50M","AC","","","","","","","","","","","","","","10233","","","","","","","","",""
"000000000023059967","0000101341","QV Gentle Wash Expor","ZF03","ZPC","Emollients, protectives","EGO PHARMA MALAYSIA SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101341000EGO0QVWAS","NORM","198144.50EX","","",NULL,NULL,NULL,NULL,"EA","NOT120501857K","QV Gentle Wash Export            50ML","AC","","","","","","","","","","","","","","10171","","","","","","","","",""
"000000000023072361","0000101260","POMECOCOA","ZF03","ZCH","All other non-therapeutic products","SWISS BIO PHARMA SDN","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101260VHBP01059001","NORM","51944","","",NULL,NULL,NULL,NULL,"EA","MAL12085020TCR","POMECOCOA VEGICAPS 3X30'S","AC","","","","","","","","","","","","","","","","","","","","","","",""
"000000000021039513","0000101254","SCHOLL ODOUR CONTROL","ZF01","ZPE","Topical dermatological antifungals","RECKITT BENCKISER (MALAYSIA)","LR","20250101","LR","20250101","Y","10","10","2010","","","ZNC","2GD","","ZP01","Z7","20150423","2001","101254000SSLODO001","NORM","04210052467","","",NULL,NULL,NULL,NULL,"EA","NOT100765322K","SCHOLL ODOUR CONTROL FOOT SPRAY 150ML","AC","","","","","","","","","","","","","","","","","","","","","","",""
"000000000023060166","0000101341","QV Cream 100G FOC QV","ZF03","ZPC","Emollients, protectives","EGO PHARMA MALAYSIA SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101341000EGO0QVCRM","NORM","19860.100PROMO2","","",NULL,NULL,NULL,NULL,"EA","NOT100701150K","QV Cream 100g FOC QV Wash  50ml","AC","","","","","","","","","","","","","","10113","","","","","","","","",""
"000000000023060165","0000101341","QV CREAM 100G FOC QV","ZF03","ZPC","Emollients, protectives","EGO PHARMA MALAYSIA SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101341000EGO0QVCRM","NORM","19860.100PROMO10","","",NULL,NULL,NULL,NULL,"EA","NOT120900662K","QV CREAM 100G FOC QV COMP TOWEL","AC","","","","","","","","","","","","","","10110","","","","","","","","",""
"000000000023071490","0000101248","PLENDIL ER","ZF03","ZPE","Calcium antagonists, plain","ASTRAZENECA SDN BHD (PCL a/c)","LR","20250101","LR","20250101","Y","10","10","2010","","","ZNC","2SD","","ZP01","","00000000","2001","101248CCAL01002003","NORM","3623128","","",NULL,NULL,NULL,NULL,"EA","MAL19940655A","FELODIPINE","AC","","","","","","","","","","","","","","MY3623128","","","","","","","","",""
"000000000023056226","0000101289","SAFWA HEALTH VITC CO","ZF03","ZCH","Plain vitamin C (including vit. C salts)","NUVANTA SDN BHD c/o CAMBERT","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101289SAFH01001005","NORM","099SFVIT0116","","",NULL,NULL,NULL,NULL,"EA","MAL11035020NC","SAFWA HEALTH VITC COM 90S+GARLIC OIL 30S","AC","","","","","","","","","","","","","","","","","","","","","","",""
"000000000023064181","0000101365","SAMPLE PLATE SAP-400","ZF03","ZMD","All other non-therapeutic products","SYSMEX (M) SDN BHD (PCL a/c)","LR","20250101","LR","20250101","Y","30","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101365COAG01001001","NORM","22797407713","","",NULL,NULL,NULL,NULL,"EA","NOT REQUIRED","SAMPLE PLATE SAP-400A            50/PACK","AC","","","","","","","","","","","","","","97407713","","","","","","","","",""
"000000000021041587","0000101328","RESTYLANE VITAL LIGH","ZF01","ZMD","All other non-therapeutic products","GALDERMA (S) PTE LTD (PCL a/c)","LR","20250101","LR","20250101","Y","30","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101328QMED01001001","NORM","178Q010898","","",NULL,NULL,NULL,NULL,"EA","NOT REQUIRED","RESTYLANE VITAL LIGHT LIDOCAINE  1ML","AC","","","","","","","","","","","","","","","","","","","","","","",""
"000000000023070917","0000101241","REMINYL PR","ZF03","ZPE","Anti-alzheimer prods., cholines.inhibit.","JANSSEN PHARMACEUTICA","LR","20250101","LR","20250101","Y","10","10","2010","","","ZNC","2SD","","ZP01","","00000000","2001","101241CCPV01001004","NORM","28189","","",NULL,NULL,NULL,NULL,"EA","MAL20091915A","GALANTAMINE","AC","","","","","","","","","","","","","","MY377056TG","","","","","","","","",""
"000000000023058753","0000101325","ROSA T ACNE CONTROL","ZF03","ZCS","Emollients, protectives","MAXWELL PHARMA SDN BHD (PCL","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101325GOE001002001","NORM","175RTPACK","","",NULL,NULL,NULL,NULL,"EA","NOT130103532K","ROSA T ACNE CONTROL KIT","AC","","","","","","","","","","","","","","","","","","","","","","",""
"000000000023060119","0000101341","Pinetarsol Gel 100g","ZF03","ZPC","Topical antipsoriasis products","EGO PHARMA MALAYSIA SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101341000EGOPINGEL","NORM","19842.100PROMO1","","",NULL,NULL,NULL,NULL,"EA","MAL19912381X","Pinetarsol Gel 100g  FOC QV Crm 15g","AC","","","","","","","","","","","","","","10068","","","","","","","","",""
"000000000023059943","0000101341","QV Intensive Body","ZF03","ZPC","Emollients, protectives","EGO PHARMA MALAYSIA SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101341000EGO0QVINT","NORM","198135.30","","",NULL,NULL,NULL,NULL,"EA","NOT120305319K","QV Intensive Body Moist 30g","AC","","","","","","","","","","","","","","10182","","","","","","","","",""
"000000000023064720","0000101369","REDOXON DA CHEWABLE","ZF03","ZCH","Vitamin C combinations","BAYER CO (MALAYSIA) SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101369000001003002","NORM","251C0000099","","",NULL,NULL,NULL,NULL,"EA","MAL09020976X","REDOXON DA CHEWABLE 60S TWIN PACK","AC","","","","","","","","","","","","","","","","","","","","","","",""
"000000000023056259","0000101289","SAFWA HEALTH VITAMIN","ZF03","ZCH","Plain vitamin B complex","NUVANTA SDN BHD c/o CAMBERT","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101289SAFH01001006","NORM","099SFVIT1021","","",NULL,NULL,NULL,NULL,"EA","MAL19910749XC","SAFWA HEALTH VITAMIN B COMPLEX 60'S","AC","","","","","","","","","","","","","","","","","","","","","","",""
"000000000023056165","0000101289","SAFWA GLUCOSAMINE 60","ZF03","ZCH","All other tonics","NUVANTA SDN BHD c/o CAMBERT","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101289SAFH01004002","NORM","099SFFX0995","","",NULL,NULL,NULL,NULL,"EA","MAL09032029XC","SAFWA GLUCOSAMINE 60S PO2 (2ND@50%)","AC","","","","","","","","","","","","","","","","","","","","","","",""
"000000000021039695","0000101254","SCHOLL SLEEPING SHOR","ZF01","ZMD","All other non-therapeutic products","RECKITT BENCKISER (MALAYSIA)","LR","20250101","LR","20250101","Y","30","10","2010","","","ZNC","2GD","","ZP01","Z7","20150423","2001","101254000SSLMQS001","NORM","0428071005","","",NULL,NULL,NULL,NULL,"EA","NOT REQUIRED","SCHOLL SLEEPING SHORT M BOX 1'S","AC","","","","","","","","","","","","","","","","","","","","","","",""
"000000000023059959","0000101341","QV Gentle Wash 1L","ZF03","ZPC","Emollients, protectives","EGO PHARMA MALAYSIA SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101341000EGO0QVWAS","NORM","198144.1PROMO5","","",NULL,NULL,NULL,NULL,"EA","NOT120900663K","QV Gentle Wash 1L FOC QV Scarf","AC","","","","","","","","","","","","","","10163","","","","","","","","",""
"000000000023059932","0000101341","QV Feet Heel Balm","ZF03","ZPC","Emollients, protectives","EGO PHARMA MALAYSIA SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101341000EGO0QVFHE","NORM","198120.50","","",NULL,NULL,NULL,NULL,"EA","NOT101202118K","QV Feet Heel Balm         Cream  50G","AC","","","","","","","","","","","","","","10484","","","","","","","","",""
"000000000023064899","0000101369","REDOXON DA CHEWABLE","ZF03","ZCH","Vitamin C combinations","BAYER CO (MALAYSIA) SDN BHD","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101369000001003002","NORM","25180369701","","",NULL,NULL,NULL,NULL,"EA","MAL07101371XS","REDOXON DA CHEWABLE TAB    60S","AC","","","","","","","","","","","","","","80369701","","","","","","","","",""
"000000000023056236","0000101289","SAFWA HEALTH VIT.C C","ZF03","ZCH","Plain vitamin C (including vit. C salts)","NUVANTA SDN BHD c/o CAMBERT","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101289SAFH01001005","NORM","099SFVIT0912","","",NULL,NULL,NULL,NULL,"EA","MAL19985202XC","SAFWA HEALTH VIT.C COMPLEX CAP 90'S","AC","","","","","","","","","","","","","","","","","","","","","","",""
"000000000023056181","0000101289","SAFWA HEALTH EPO 100","ZF03","ZCH","All other tonics","NUVANTA SDN BHD c/o CAMBERT","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101289SAFH01003002","NORM","099SFHR0962","","",NULL,NULL,NULL,NULL,"EA","MAL19984879XC","SAFWA HEALTH EPO 1000MG 90'S+30'S","AC","","","","","","","","","","","","","","","","","","","","","","",""
"000000000023056166","0000101289","SAFWA GLUCOSAMINE 25","ZF03","ZCH","All other tonics","NUVANTA SDN BHD c/o CAMBERT","LR","20250101","LR","20250101","Y","20","10","2010","","","ZNC","2GD","","ZP01","","00000000","2001","101289SAFH01004002","NORM","099SFFX1010","","",NULL,NULL,NULL,NULL,"EA","MAL09032029XC","SAFWA GLUCOSAMINE 250MG 60S BIFI","AC","","","","","","","","","","","","","","","","","","","","","","",""
"000000000023048666","0000101261","SANDOSTATIN INJ","ZF03","ZPE","Antigrowth hormones","NOVARTIS CORPORATION (M) SDN","LR","20140619","Z7","20180623","Y","10","10","2010","","","ZCC","2SD","","ZP04","","00000000","2001","10126100ONCO001001","NORM","052715680","","",NULL,NULL,NULL,NULL,"EA","MAL19913234A","OCTREOTIDE","CO","","","","","","","","","","","","","","715680","","","","","","","","",""
